Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
0.0,100,-4,250,112,0.16,0.158,10
0.0,100,-7,250,112,0.16,0.158,60
0.0,100,-6,250,112,0.16,0.158,60
0.0,100,-5,250,112,0.16,0.158,60
0.0,100,-4,250,112,0.16,0.158,60
0.0,100,-3,250,112,0.16,0.158,60
0.0,100,-2,250,112,0.16,0.158,60
0.0,100,-1,250,112,0.16,0.158,60
0.0,100,-3,250,112,0.16,0.158,10
0.0,100,0,250,112,0.16,0.158,60
0.0,100,1,250,112,0.16,0.158,60
0.0,100,2,250,112,0.16,0.158,60
0.0,100,3,250,112,0.16,0.158,60
0.0,100,4,250,112,0.16,0.158,60
0.0,100,-2,250,112,0.16,0.158,10
0.0,100,-6,250,112,0.16,0.158,75
0.0,100,-5,250,112,0.16,0.158,75
0.0,100,-4,250,112,0.16,0.158,75
0.0,100,-3,250,112,0.16,0.158,75
0.0,100,-2,250,112,0.16,0.158,75
0.0,100,-1,250,112,0.16,0.158,75
0.0,100,0,250,112,0.16,0.158,75
0.0,100,1,250,112,0.16,0.158,75
0.0,100,2,250,112,0.16,0.158,75
0.0,100,3,250,112,0.16,0.158,75
0.0,100,4,250,112,0.16,0.158,75
0.0,100,5,250,112,0.16,0.158,75
0.0,100,-1,250,112,0.16,0.158,10
1.0,100,-9,250,112,0.16,0.158,10
1.0,100,-8,250,112,0.16,0.158,10
1.0,100,-7,250,112,0.16,0.158,10
1.0,100,-6,250,112,0.16,0.158,10
1.0,100,-5,250,112,0.16,0.158,10
1.0,100,-4,250,112,0.16,0.158,10
1.0,100,-3,250,112,0.16,0.158,10
1.0,100,-2,250,112,0.16,0.158,10
1.0,100,-1,250,112,0.16,0.158,10
1.0,100,0,250,112,0.16,0.158,10
1.0,100,1,250,112,0.16,0.158,10
1.0,100,2,250,112,0.16,0.158,10
2.0,100,-9,250,112,0.16,0.158,20
2.0,100,-8,250,112,0.16,0.158,20
2.0,100,-7,250,112,0.16,0.158,20
2.0,100,-6,250,112,0.16,0.158,20
2.0,100,-5,250,112,0.16,0.158,20
2.0,100,-4,250,112,0.16,0.158,20
2.0,100,-3,250,112,0.16,0.158,20
2.0,100,-2,250,112,0.16,0.158,20
2.0,100,-1,250,112,0.16,0.158,20
2.0,100,0,250,112,0.16,0.158,20
2.0,100,1,250,112,0.16,0.158,20
2.0,100,2,250,112,0.16,0.158,20
2.0,100,-9,250,112,0.16,0.158,10
2.0,100,-8,250,112,0.16,0.158,10
2.0,100,-7,250,112,0.16,0.158,10
2.0,100,-6,250,112,0.16,0.158,10
2.0,100,-5,250,112,0.16,0.158,10
2.0,100,-4,250,112,0.16,0.158,10
2.0,100,-3,250,112,0.16,0.158,10
2.0,100,-2,250,112,0.16,0.158,10
2.0,100,-1,250,112,0.16,0.158,10
2.0,100,0,250,112,0.16,0.158,10
2.0,100,1,250,112,0.16,0.158,10
2.0,100,2,250,112,0.16,0.158,10
2.5,100,-9,250,112,0.16,0.158,25
2.5,100,-8,250,112,0.16,0.158,25
2.5,100,-7,250,112,0.16,0.158,25
2.5,100,-6,250,112,0.16,0.158,25
2.5,100,-5,250,112,0.16,0.158,25
2.5,100,-4,250,112,0.16,0.158,25
2.5,100,-3,250,112,0.16,0.158,25
2.5,100,-2,250,112,0.16,0.158,25
2.5,100,-1,250,112,0.16,0.158,25
2.5,100,0,250,112,0.16,0.158,25
2.5,100,1,250,112,0.16,0.158,25
2.5,100,2,250,112,0.16,0.158,25
3.0,100,-9,250,112,0.16,0.158,10
3.0,100,-8,250,112,0.16,0.158,10
3.0,100,-7,250,112,0.16,0.158,10
3.0,100,-8,250,112,0.16,0.158,30
3.0,100,-6,250,112,0.16,0.158,10
3.0,100,-7,250,112,0.16,0.158,30
3.0,100,-6,250,112,0.16,0.158,30
3.0,100,-5,250,112,0.16,0.158,30
3.0,100,-4,250,112,0.16,0.158,30
3.0,100,-3,250,112,0.16,0.158,30
3.0,100,-2,250,112,0.16,0.158,30
3.0,100,-1,250,112,0.16,0.158,30
3.0,100,0,250,112,0.16,0.158,30
3.0,100,1,250,112,0.16,0.158,30
3.0,100,2,250,112,0.16,0.158,30
3.0,100,-5,250,112,0.16,0.158,10
3.0,100,3,250,112,0.16,0.158,30
3.0,100,-4,250,112,0.16,0.158,10
3.0,100,-3,250,112,0.16,0.158,10
3.0,100,-2,250,112,0.16,0.158,10
3.0,100,-1,250,112,0.16,0.158,10
3.0,100,0,250,112,0.16,0.158,10
3.0,100,1,250,112,0.16,0.158,10
3.0,100,2,250,112,0.16,0.158,10
4.0,100,-9,250,112,0.16,0.158,20
4.0,100,-8,250,112,0.16,0.158,20
4.0,100,-7,250,112,0.16,0.158,20
4.0,100,-6,250,112,0.16,0.158,20
4.0,100,-5,250,112,0.16,0.158,20
4.0,100,-4,250,112,0.16,0.158,20
4.0,100,-3,250,112,0.16,0.158,20
4.0,100,-2,250,112,0.16,0.158,20
4.0,100,-1,250,112,0.16,0.158,20
4.0,100,0,250,112,0.16,0.158,20
4.0,100,1,250,112,0.16,0.158,20
4.0,100,2,250,112,0.16,0.158,20
4.0,100,-9,250,112,0.16,0.158,10
4.0,100,-8,250,112,0.16,0.158,10
4.0,100,-7,250,112,0.16,0.158,10
4.0,100,-6,250,112,0.16,0.158,10
4.0,100,-5,250,112,0.16,0.158,10
4.0,100,-8,250,112,0.16,0.158,40
4.0,100,-7,250,112,0.16,0.158,40
4.0,100,-6,250,112,0.16,0.158,40
4.0,100,-5,250,112,0.16,0.158,40
4.0,100,-4,250,112,0.16,0.158,40
4.0,100,-3,250,112,0.16,0.158,40
4.0,100,-2,250,112,0.16,0.158,40
4.0,100,-1,250,112,0.16,0.158,40
4.0,100,0,250,112,0.16,0.158,40
4.0,100,-4,250,112,0.16,0.158,10
4.0,100,1,250,112,0.16,0.158,40
4.0,100,2,250,112,0.16,0.158,40
4.0,100,3,250,112,0.16,0.158,40
4.0,100,-3,250,112,0.16,0.158,10
4.0,100,-2,250,112,0.16,0.158,10
4.0,100,-1,250,112,0.16,0.158,10
4.0,100,0,250,112,0.16,0.158,10
4.0,100,1,250,112,0.16,0.158,10
4.0,100,2,250,112,0.16,0.158,10
5.0,100,-9,250,112,0.16,0.158,25
5.0,100,-8,250,112,0.16,0.158,25
5.0,100,-7,250,112,0.16,0.158,25
5.0,100,-6,250,112,0.16,0.158,25
5.0,100,-5,250,112,0.16,0.158,25
5.0,100,-4,250,112,0.16,0.158,25
5.0,100,-3,250,112,0.16,0.158,25
5.0,100,-2,250,112,0.16,0.158,25
5.0,100,-1,250,112,0.16,0.158,25
5.0,100,0,250,112,0.16,0.158,25
5.0,100,1,250,112,0.16,0.158,25
5.0,100,2,250,112,0.16,0.158,25
5.0,100,-9,250,112,0.16,0.158,10
5.0,100,-8,250,112,0.16,0.158,10
5.0,100,-7,250,112,0.16,0.158,10
5.0,100,-6,250,112,0.16,0.158,10
5.0,100,-5,250,112,0.16,0.158,10
5.0,100,-4,250,112,0.16,0.158,10
5.0,100,-7,250,112,0.16,0.158,50
5.0,100,-6,250,112,0.16,0.158,50
5.0,100,-5,250,112,0.16,0.158,50
5.0,100,-4,250,112,0.16,0.158,50
5.0,100,-3,250,112,0.16,0.158,50
5.0,100,-2,250,112,0.16,0.158,50
5.0,100,-1,250,112,0.16,0.158,50
5.0,100,-3,250,112,0.16,0.158,10
5.0,100,0,250,112,0.16,0.158,50
5.0,100,1,250,112,0.16,0.158,50
5.0,100,2,250,112,0.16,0.158,50
5.0,100,3,250,112,0.16,0.158,50
5.0,100,4,250,112,0.16,0.158,50
5.0,100,-2,250,112,0.16,0.158,10
5.0,100,-1,250,112,0.16,0.158,10
5.0,100,0,250,112,0.16,0.158,10
5.0,100,1,250,112,0.16,0.158,10
5.0,100,2,250,112,0.16,0.158,10
6.0,100,-9,250,112,0.16,0.158,20
6.0,100,-8,250,112,0.16,0.158,20
6.0,100,-7,250,112,0.16,0.158,20
6.0,100,-6,250,112,0.16,0.158,20
6.0,100,-5,250,112,0.16,0.158,20
6.0,100,-4,250,112,0.16,0.158,20
6.0,100,-3,250,112,0.16,0.158,20
6.0,100,-2,250,112,0.16,0.158,20
6.0,100,-1,250,112,0.16,0.158,20
6.0,100,0,250,112,0.16,0.158,20
6.0,100,1,250,112,0.16,0.158,20
6.0,100,2,250,112,0.16,0.158,20
6.0,100,-8,250,112,0.16,0.158,30
6.0,100,-7,250,112,0.16,0.158,30
6.0,100,-6,250,112,0.16,0.158,30
6.0,100,-5,250,112,0.16,0.158,30
6.0,100,-4,250,112,0.16,0.158,30
6.0,100,-3,250,112,0.16,0.158,30
6.0,100,-2,250,112,0.16,0.158,30
6.0,100,-1,250,112,0.16,0.158,30
6.0,100,0,250,112,0.16,0.158,30
6.0,100,1,250,112,0.16,0.158,30
6.0,100,2,250,112,0.16,0.158,30
6.0,100,3,250,112,0.16,0.158,30
6.0,100,-9,250,112,0.16,0.158,10
6.0,100,-8,250,112,0.16,0.158,10
6.0,100,-7,250,112,0.16,0.158,10
6.0,100,-6,250,112,0.16,0.158,10
6.0,100,-5,250,112,0.16,0.158,10
6.0,100,-4,250,112,0.16,0.158,10
6.0,100,-3,250,112,0.16,0.158,10
6.0,100,-7,250,112,0.16,0.158,60
6.0,100,-6,250,112,0.16,0.158,60
6.0,100,-5,250,112,0.16,0.158,60
6.0,100,-4,250,112,0.16,0.158,60
6.0,100,-3,250,112,0.16,0.158,60
6.0,100,-2,250,112,0.16,0.158,10
6.0,100,-2,250,112,0.16,0.158,60
6.0,100,-1,250,112,0.16,0.158,60
6.0,100,0,250,112,0.16,0.158,60
6.0,100,1,250,112,0.16,0.158,60
6.0,100,2,250,112,0.16,0.158,60
6.0,100,3,250,112,0.16,0.158,60
6.0,100,4,250,112,0.16,0.158,60
6.0,100,-1,250,112,0.16,0.158,10
6.0,100,0,250,112,0.16,0.158,10
6.0,100,1,250,112,0.16,0.158,10
6.0,100,2,250,112,0.16,0.158,10
7.0,100,-9,250,112,0.16,0.158,10
7.0,100,-8,250,112,0.16,0.158,10
7.0,100,-7,250,112,0.16,0.158,10
7.0,100,-6,250,112,0.16,0.158,10
7.0,100,-5,250,112,0.16,0.158,10
7.0,100,-4,250,112,0.16,0.158,10
7.0,100,-3,250,112,0.16,0.158,10
7.0,100,-2,250,112,0.16,0.158,10
7.0,100,-1,250,112,0.16,0.158,10
7.0,100,0,250,112,0.16,0.158,10
7.0,100,1,250,112,0.16,0.158,10
7.0,100,2,250,112,0.16,0.158,10
7.5,100,-9,250,112,0.16,0.158,25
7.5,100,-8,250,112,0.16,0.158,25
7.5,100,-7,250,112,0.16,0.158,25
7.5,100,-6,250,112,0.16,0.158,25
7.5,100,-5,250,112,0.16,0.158,25
7.5,100,-4,250,112,0.16,0.158,25
7.5,100,-3,250,112,0.16,0.158,25
7.5,100,-2,250,112,0.16,0.158,25
7.5,100,-1,250,112,0.16,0.158,25
7.5,100,0,250,112,0.16,0.158,25
7.5,100,1,250,112,0.16,0.158,25
7.5,100,2,250,112,0.16,0.158,25
7.5,100,-6,250,112,0.16,0.158,75
7.5,100,-5,250,112,0.16,0.158,75
7.5,100,-4,250,112,0.16,0.158,75
7.5,100,-3,250,112,0.16,0.158,75
7.5,100,-2,250,112,0.16,0.158,75
7.5,100,-1,250,112,0.16,0.158,75
7.5,100,0,250,112,0.16,0.158,75
7.5,100,1,250,112,0.16,0.158,75
7.5,100,2,250,112,0.16,0.158,75
7.5,100,3,250,112,0.16,0.158,75
7.5,100,4,250,112,0.16,0.158,75
7.5,100,5,250,112,0.16,0.158,75
8.0,100,-6,250,112,0.16,0.158,10
8.0,100,-5,250,112,0.16,0.158,10
8.0,100,-4,250,112,0.16,0.158,10
8.0,100,-3,250,112,0.16,0.158,10
8.0,100,-2,250,112,0.16,0.158,10
8.0,100,-1,250,112,0.16,0.158,10
8.0,100,0,250,112,0.16,0.158,10
8.0,100,1,250,112,0.16,0.158,10
8.0,100,2,250,112,0.16,0.158,10
8.0,100,-9,250,112,0.16,0.158,20
8.0,100,-8,250,112,0.16,0.158,20
8.0,100,-7,250,112,0.16,0.158,20
8.0,100,-6,250,112,0.16,0.158,20
8.0,100,-5,250,112,0.16,0.158,20
8.0,100,-4,250,112,0.16,0.158,20
8.0,100,-3,250,112,0.16,0.158,20
8.0,100,-2,250,112,0.16,0.158,20
8.0,100,-1,250,112,0.16,0.158,20
8.0,100,0,250,112,0.16,0.158,20
8.0,100,1,250,112,0.16,0.158,20
8.0,100,2,250,112,0.16,0.158,20
8.0,100,-8,250,112,0.16,0.158,40
8.0,100,-7,250,112,0.16,0.158,40
8.0,100,-6,250,112,0.16,0.158,40
8.0,100,-5,250,112,0.16,0.158,40
8.0,100,-4,250,112,0.16,0.158,40
8.0,100,-3,250,112,0.16,0.158,40
8.0,100,-2,250,112,0.16,0.158,40
8.0,100,-1,250,112,0.16,0.158,40
8.0,100,0,250,112,0.16,0.158,40
8.0,100,1,250,112,0.16,0.158,40
8.0,100,2,250,112,0.16,0.158,40
8.0,100,3,250,112,0.16,0.158,40
8.0,100,-9,250,112,0.16,0.158,10
8.0,100,-8,250,112,0.16,0.158,10
8.0,100,-7,250,112,0.16,0.158,10
9.0,100,-9,250,112,0.16,0.158,10
9.0,100,-8,250,112,0.16,0.158,10
9.0,100,-7,250,112,0.16,0.158,10
9.0,100,-6,250,112,0.16,0.158,10
9.0,100,-5,250,112,0.16,0.158,10
9.0,100,-4,250,112,0.16,0.158,10
9.0,100,-3,250,112,0.16,0.158,10
9.0,100,-2,250,112,0.16,0.158,10
9.0,100,-1,250,112,0.16,0.158,10
9.0,100,0,250,112,0.16,0.158,10
9.0,100,1,250,112,0.16,0.158,10
9.0,100,2,250,112,0.16,0.158,10
9.0,100,-8,250,112,0.16,0.158,30
9.0,100,-7,250,112,0.16,0.158,30
9.0,100,-6,250,112,0.16,0.158,30
9.0,100,-5,250,112,0.16,0.158,30
9.0,100,-4,250,112,0.16,0.158,30
9.0,100,-3,250,112,0.16,0.158,30
9.0,100,-2,250,112,0.16,0.158,30
9.0,100,-1,250,112,0.16,0.158,30
9.0,100,0,250,112,0.16,0.158,30
9.0,100,1,250,112,0.16,0.158,30
9.0,100,2,250,112,0.16,0.158,30
9.0,100,3,250,112,0.16,0.158,30
10.0,100,-9,250,112,0.16,0.158,10
10.0,100,-8,250,112,0.16,0.158,10
10.0,100,-7,250,112,0.16,0.158,10
10.0,100,-6,250,112,0.16,0.158,10
10.0,100,-5,250,112,0.16,0.158,10
10.0,100,-4,250,112,0.16,0.158,10
10.0,100,-3,250,112,0.16,0.158,10
10.0,100,-2,250,112,0.16,0.158,10
10.0,100,-1,250,112,0.16,0.158,10
10.0,100,0,250,112,0.16,0.158,10
10.0,100,1,250,112,0.16,0.158,10
10.0,100,2,250,112,0.16,0.158,10
10.0,100,-9,250,112,0.16,0.158,20
10.0,100,-8,250,112,0.16,0.158,20
10.0,100,-7,250,112,0.16,0.158,20
10.0,100,-6,250,112,0.16,0.158,20
10.0,100,-5,250,112,0.16,0.158,20
10.0,100,-4,250,112,0.16,0.158,20
10.0,100,-3,250,112,0.16,0.158,20
10.0,100,-2,250,112,0.16,0.158,20
10.0,100,-1,250,112,0.16,0.158,20
10.0,100,0,250,112,0.16,0.158,20
10.0,100,1,250,112,0.16,0.158,20
10.0,100,2,250,112,0.16,0.158,20
10.0,100,-9,250,112,0.16,0.158,25
10.0,100,-8,250,112,0.16,0.158,25
10.0,100,-7,250,112,0.16,0.158,25
10.0,100,-6,250,112,0.16,0.158,25
10.0,100,-5,250,112,0.16,0.158,25
10.0,100,-4,250,112,0.16,0.158,25
10.0,100,-3,250,112,0.16,0.158,25
10.0,100,-2,250,112,0.16,0.158,25
10.0,100,-1,250,112,0.16,0.158,25
10.0,100,0,250,112,0.16,0.158,25
10.0,100,1,250,112,0.16,0.158,25
10.0,100,2,250,112,0.16,0.158,25
10.0,100,-7,250,112,0.16,0.158,50
10.0,100,-6,250,112,0.16,0.158,50
10.0,100,-5,250,112,0.16,0.158,50
10.0,100,-4,250,112,0.16,0.158,50
10.0,100,-3,250,112,0.16,0.158,50
10.0,100,-2,250,112,0.16,0.158,50
10.0,100,-1,250,112,0.16,0.158,50
10.0,100,0,250,112,0.16,0.158,50
10.0,100,1,250,112,0.16,0.158,50
10.0,100,2,250,112,0.16,0.158,50
10.0,100,3,250,112,0.16,0.158,50
10.0,100,4,250,112,0.16,0.158,50
12.0,100,-9,250,112,0.16,0.158,20
12.0,100,-8,250,112,0.16,0.158,20
12.0,100,-7,250,112,0.16,0.158,20
12.0,100,-6,250,112,0.16,0.158,20
12.0,100,-5,250,112,0.16,0.158,20
12.0,100,-4,250,112,0.16,0.158,20
12.0,100,-3,250,112,0.16,0.158,20
12.0,100,-2,250,112,0.16,0.158,20
12.0,100,-1,250,112,0.16,0.158,20
12.0,100,0,250,112,0.16,0.158,20
12.0,100,1,250,112,0.16,0.158,20
12.0,100,2,250,112,0.16,0.158,20
12.0,100,-8,250,112,0.16,0.158,30
12.0,100,-7,250,112,0.16,0.158,30
12.0,100,-6,250,112,0.16,0.158,30
12.0,100,-5,250,112,0.16,0.158,30
12.0,100,-4,250,112,0.16,0.158,30
12.0,100,-3,250,112,0.16,0.158,30
12.0,100,-2,250,112,0.16,0.158,30
12.0,100,-1,250,112,0.16,0.158,30
12.0,100,0,250,112,0.16,0.158,30
12.0,100,1,250,112,0.16,0.158,30
12.0,100,2,250,112,0.16,0.158,30
12.0,100,3,250,112,0.16,0.158,30
12.0,100,-8,250,112,0.16,0.158,40
12.0,100,-7,250,112,0.16,0.158,40
12.0,100,-6,250,112,0.16,0.158,40
12.0,100,-5,250,112,0.16,0.158,40
12.0,100,-4,250,112,0.16,0.158,40
12.0,100,-3,250,112,0.16,0.158,40
12.0,100,-2,250,112,0.16,0.158,40
12.0,100,-1,250,112,0.16,0.158,40
12.0,100,0,250,112,0.16,0.158,40
12.0,100,1,250,112,0.16,0.158,40
12.0,100,2,250,112,0.16,0.158,40
12.0,100,3,250,112,0.16,0.158,40
12.0,100,-7,250,112,0.16,0.158,60
12.0,100,-6,250,112,0.16,0.158,60
12.0,100,-5,250,112,0.16,0.158,60
12.0,100,-4,250,112,0.16,0.158,60
12.0,100,-3,250,112,0.16,0.158,60
12.0,100,-2,250,112,0.16,0.158,60
12.0,100,-1,250,112,0.16,0.158,60
12.0,100,0,250,112,0.16,0.158,60
12.0,100,1,250,112,0.16,0.158,60
12.0,100,2,250,112,0.16,0.158,60
12.0,100,3,250,112,0.16,0.158,60
12.0,100,4,250,112,0.16,0.158,60
12.5,100,-9,250,112,0.16,0.158,25
12.5,100,-8,250,112,0.16,0.158,25
12.5,100,-7,250,112,0.16,0.158,25
12.5,100,-6,250,112,0.16,0.158,25
12.5,100,-5,250,112,0.16,0.158,25
12.5,100,-4,250,112,0.16,0.158,25
12.5,100,-3,250,112,0.16,0.158,25
12.5,100,-2,250,112,0.16,0.158,25
12.5,100,-1,250,112,0.16,0.158,25
12.5,100,0,250,112,0.16,0.158,25
12.5,100,1,250,112,0.16,0.158,25
12.5,100,2,250,112,0.16,0.158,25
14.0,100,-9,250,112,0.16,0.158,20
14.0,100,-8,250,112,0.16,0.158,20
14.0,100,-7,250,112,0.16,0.158,20
14.0,100,-6,250,112,0.16,0.158,20
14.0,100,-5,250,112,0.16,0.158,20
14.0,100,-4,250,112,0.16,0.158,20
14.0,100,-3,250,112,0.16,0.158,20
14.0,100,-2,250,112,0.16,0.158,20
14.0,100,-1,250,112,0.16,0.158,20
14.0,100,0,250,112,0.16,0.158,20
14.0,100,1,250,112,0.16,0.158,20
14.0,100,2,250,112,0.16,0.158,20
15.0,100,-9,250,112,0.16,0.158,25
15.0,100,-8,250,112,0.16,0.158,25
15.0,100,-7,250,112,0.16,0.158,25
15.0,100,-6,250,112,0.16,0.158,25
15.0,100,-5,250,112,0.16,0.158,25
15.0,100,-4,250,112,0.16,0.158,25
15.0,100,-3,250,112,0.16,0.158,25
15.0,100,-2,250,112,0.16,0.158,25
15.0,100,-1,250,112,0.16,0.158,25
15.0,100,0,250,112,0.16,0.158,25
15.0,100,1,250,112,0.16,0.158,25
15.0,100,2,250,112,0.16,0.158,25
15.0,100,-8,250,112,0.16,0.158,30
15.0,100,-7,250,112,0.16,0.158,30
15.0,100,-6,250,112,0.16,0.158,30
15.0,100,-5,250,112,0.16,0.158,30
15.0,100,-4,250,112,0.16,0.158,30
15.0,100,-3,250,112,0.16,0.158,30
15.0,100,-2,250,112,0.16,0.158,30
15.0,100,-1,250,112,0.16,0.158,30
15.0,100,0,250,112,0.16,0.158,30
15.0,100,1,250,112,0.16,0.158,30
15.0,100,2,250,112,0.16,0.158,30
15.0,100,3,250,112,0.16,0.158,30
15.0,100,-7,250,112,0.16,0.158,50
15.0,100,-6,250,112,0.16,0.158,50
15.0,100,-5,250,112,0.16,0.158,50
15.0,100,-4,250,112,0.16,0.158,50
15.0,100,-3,250,112,0.16,0.158,50
15.0,100,-2,250,112,0.16,0.158,50
15.0,100,-1,250,112,0.16,0.158,50
15.0,100,0,250,112,0.16,0.158,50
15.0,100,1,250,112,0.16,0.158,50
15.0,100,2,250,112,0.16,0.158,50
15.0,100,3,250,112,0.16,0.158,50
15.0,100,4,250,112,0.16,0.158,50
15.0,100,-6,250,112,0.16,0.158,75
15.0,100,-5,250,112,0.16,0.158,75
15.0,100,-4,250,112,0.16,0.158,75
15.0,100,-3,250,112,0.16,0.158,75
15.0,100,-2,250,112,0.16,0.158,75
15.0,100,-1,250,112,0.16,0.158,75
15.0,100,0,250,112,0.16,0.158,75
15.0,100,1,250,112,0.16,0.158,75
15.0,100,2,250,112,0.16,0.158,75
15.0,100,3,250,112,0.16,0.158,75
15.0,100,4,250,112,0.16,0.158,75
15.0,100,5,250,112,0.16,0.158,75
16.0,100,-9,250,112,0.16,0.158,20
16.0,100,-8,250,112,0.16,0.158,20
16.0,100,-7,250,112,0.16,0.158,20
16.0,100,-6,250,112,0.16,0.158,20
16.0,100,-5,250,112,0.16,0.158,20
16.0,100,-4,250,112,0.16,0.158,20
16.0,100,-3,250,112,0.16,0.158,20
16.0,100,-2,250,112,0.16,0.158,20
16.0,100,-1,250,112,0.16,0.158,20
16.0,100,0,250,112,0.16,0.158,20
16.0,100,1,250,112,0.16,0.158,20
16.0,100,2,250,112,0.16,0.158,20
16.0,100,-8,250,112,0.16,0.158,40
16.0,100,-7,250,112,0.16,0.158,40
16.0,100,-6,250,112,0.16,0.158,40
16.0,100,-5,250,112,0.16,0.158,40
16.0,100,-4,250,112,0.16,0.158,40
16.0,100,-3,250,112,0.16,0.158,40
16.0,100,-2,250,112,0.16,0.158,40
16.0,100,-1,250,112,0.16,0.158,40
16.0,100,0,250,112,0.16,0.158,40
16.0,100,1,250,112,0.16,0.158,40
16.0,100,2,250,112,0.16,0.158,40
16.0,100,3,250,112,0.16,0.158,40
17.5,100,-9,250,112,0.16,0.158,25
17.5,100,-8,250,112,0.16,0.158,25
17.5,100,-7,250,112,0.16,0.158,25
17.5,100,-6,250,112,0.16,0.158,25
17.5,100,-5,250,112,0.16,0.158,25
17.5,100,-4,250,112,0.16,0.158,25
17.5,100,-3,250,112,0.16,0.158,25
17.5,100,-2,250,112,0.16,0.158,25
17.5,100,-1,250,112,0.16,0.158,25
17.5,100,0,250,112,0.16,0.158,25
17.5,100,1,250,112,0.16,0.158,25
17.5,100,2,250,112,0.16,0.158,25
18.0,100,-9,250,112,0.16,0.158,20
18.0,100,-8,250,112,0.16,0.158,20
18.0,100,-7,250,112,0.16,0.158,20
18.0,100,-6,250,112,0.16,0.158,20
18.0,100,-5,250,112,0.16,0.158,20
18.0,100,-4,250,112,0.16,0.158,20
18.0,100,-3,250,112,0.16,0.158,20
18.0,100,-2,250,112,0.16,0.158,20
18.0,100,-1,250,112,0.16,0.158,20
18.0,100,0,250,112,0.16,0.158,20
18.0,100,1,250,112,0.16,0.158,20
18.0,100,2,250,112,0.16,0.158,20
18.0,100,-8,250,112,0.16,0.158,30
18.0,100,-7,250,112,0.16,0.158,30
18.0,100,-6,250,112,0.16,0.158,30
18.0,100,-5,250,112,0.16,0.158,30
18.0,100,-4,250,112,0.16,0.158,30
18.0,100,-3,250,112,0.16,0.158,30
18.0,100,-2,250,112,0.16,0.158,30
18.0,100,-1,250,112,0.16,0.158,30
18.0,100,0,250,112,0.16,0.158,30
18.0,100,1,250,112,0.16,0.158,30
